23402,0,0,0,2280,1260,900,0,0,11940,1260,1500,0,0
23418,0,0,1860,1860,0,540,3060,0,6540,0,0,0,0
23437,1860,0,1980,0,0,540,3780,0,5580,1560,0,0,0
21120,0,0,0,0,0,540,0,0,5460,0,0,4500,0
23480,0,0,0,0,1260,540,0,0,11280,0,0,3660,0
23681,0,0,0,2220,0,540,0,0,14040,0,0,0,0
22555,0,0,2040,0,0,540,3060,0,7740,2040,5160,0,0
23536,0,0,1980,0,1260,720,3060,0,7920,0,4560,0,0
21277,0,0,1920,2040,0,540,3060,0,6660,0,6000,0,0
23578,0,0,2040,2100,1260,600,3060,0,7740,0,0,0,0
21436,0,0,0,1860,0,540,0,0,5460,0,0,4620,0
23617,0,0,0,0,0,540,0,0,12240,0,0,3240,0
23815,1860,0,0,0,0,540,0,0,13920,0,0,0,0
22571,0,0,0,2460,0,540,3060,0,6240,0,0,0,0
22829,0,0,0,2040,0,540,3180,0,7140,2040,0,0,0
22307,0,0,2220,0,0,1260,3060,0,7680,1740,5160,0,0
22808,0,0,1920,1920,0,540,3060,0,7680,1260,0,0,0
23129,0,0,0,0,0,540,0,0,5460,0,0,3960,0
23749,0,0,0,0,1260,540,0,0,11940,0,0,4560,0
23828,0,0,0,0,0,0,0,0,23280,0,1440,0,0
23781,0,0,2280,0,0,780,3060,0,5520,1380,0,0,0
21881,0,0,0,0,0,900,3360,0,6180,1260,1980,0,0
23826,0,0,0,2040,1260,720,3060,0,5580,1500,0,0,0
22588,0,0,0,2040,0,540,3060,0,8340,1320,3180,0,0
22610,0,0,0,0,0,540,0,0,5460,0,0,4080,0
23891,0,0,0,0,1260,540,0,0,11700,0,0,4380,0
21869,0,0,0,1980,0,600,3060,0,10500,1560,2160,0,0
22788,0,0,2100,0,0,540,3060,0,5760,0,0,0,0
22150,0,0,1860,2040,0,600,3060,0,10800,1260,3360,0,0
23972,0,0,2160,0,0,540,3060,0,7440,0,0,0,0
