0.18333334	0.61	0.0	0.0	0.0	0.09	0.01	0.05666667	0.0	0.023333333	0.0	0.02	0.0	0.0	0.01	0.0	0.0	
0.16	0.6333333	0.0	0.0	0.0	0.08	0.01	0.05666667	0.0	0.03	0.0	0.02	0.0	0.0	0.01	0.0	0.0	
0.15666667	0.63666666	0.0	0.0	0.0	0.07	0.01	0.05	0.0	0.043333333	0.0	0.02	0.0	0.0	0.013333334	0.0	0.0	
0.15	0.64	0.0	0.0	0.0	0.05666667	0.01	0.053333335	0.0	0.06333333	0.0	0.02	0.0	0.0	0.006666667	0.0	0.0	
0.13666667	0.66	0.0	0.0	0.0	0.04	0.01	0.05666667	0.0	0.07333333	0.0	0.016666668	0.0	0.0	0.006666667	0.0	0.0	
0.12666667	0.6566667	0.0	0.0	0.0	0.04	0.01	0.06	0.0	0.08	0.0	0.02	0.0	0.0	0.006666667	0.0	0.0	
0.11	0.66333336	0.0	0.0	0.0	0.04	0.01	0.06	0.0	0.09	0.0	0.02	0.0	0.0	0.006666667	0.0	0.0	
0.08	0.67	0.0	0.0	0.0	0.04	0.01	0.06	0.0	0.11333334	0.0	0.02	0.0	0.0	0.006666667	0.0	0.0	
0.07	0.67333335	0.0	0.0	0.0	0.04	0.01	0.06	0.0	0.11333334	0.0	0.03	0.0	0.0	0.0033333334	0.0	0.0	
0.06666667	0.6666667	0.0	0.0	0.0	0.026666667	0.013333334	0.06	0.0	0.12	0.0	0.04	0.0	0.0	0.006666667	0.0	0.0	
0.053333335	0.64666665	0.0	0.0	0.0	0.016666668	0.013333334	0.06	0.0	0.15666667	0.0	0.046666667	0.0	0.0	0.006666667	0.0	0.0	
0.043333333	0.63666666	0.0	0.0	0.0	0.026666667	0.013333334	0.06	0.0	0.14666666	0.0	0.06666667	0.0	0.0	0.006666667	0.0	0.0	
0.043333333	0.62333333	0.0	0.0	0.0	0.026666667	0.013333334	0.06	0.0	0.15	0.0	0.07666667	0.0	0.0	0.006666667	0.0	0.0	
0.03	0.62333333	0.0	0.0	0.0	0.023333333	0.013333334	0.06	0.0	0.15	0.0	0.093333334	0.0	0.0	0.006666667	0.0	0.0	
0.026666667	0.63	0.0	0.0	0.0	0.033333335	0.013333334	0.06	0.0	0.12666667	0.0	0.1	0.0	0.0	0.01	0.0	0.0	
0.01	0.6433333	0.0	0.0	0.0	0.04	0.013333334	0.06333333	0.0	0.11	0.0	0.11	0.0	0.0	0.01	0.0	0.0	
0.01	0.63666666	0.0	0.0	0.0	0.04	0.013333334	0.07333333	0.0	0.06666667	0.0	0.14333333	0.0	0.0	0.016666668	0.0	0.0	
0.01	0.62666667	0.0	0.0	0.0	0.04	0.013333334	0.07666667	0.0	0.053333335	0.0	0.15333334	0.0	0.0	0.026666667	0.0	0.0	
0.01	0.6166667	0.0	0.0	0.0	0.04	0.013333334	0.08	0.0	0.043333333	0.0	0.16333333	0.0	0.0	0.033333335	0.0	0.0	
0.01	0.6166667	0.0	0.0	0.0	0.04	0.013333334	0.08	0.0	0.026666667	0.0	0.17666666	0.0	0.0	0.036666665	0.0	0.0	
0.0033333334	0.61333334	0.0	0.0	0.0	0.04	0.013333334	0.08	0.0	0.033333335	0.0	0.18	0.0	0.0	0.036666665	0.0	0.0	
0.0033333334	0.61	0.0	0.0	0.0	0.03	0.013333334	0.08	0.0	0.033333335	0.0	0.18333334	0.0	0.0	0.046666667	0.0	0.0	
0.0033333334	0.6066667	0.0	0.0	0.0	0.026666667	0.013333334	0.08	0.0	0.04	0.0	0.18333334	0.0	0.0	0.046666667	0.0	0.0	
0.006666667	0.6066667	0.0	0.0	0.0	0.03	0.013333334	0.08	0.0	0.036666665	0.0	0.19	0.0	0.0	0.036666665	0.0	0.0	
0.01	0.5966667	0.0	0.0	0.0	0.033333335	0.013333334	0.08	0.0	0.036666665	0.0	0.19666667	0.0	0.0	0.033333335	0.0	0.0	
0.006666667	0.5966667	0.0	0.0	0.0	0.03	0.013333334	0.08	0.0	0.043333333	0.0	0.2	0.0	0.0	0.03	0.0	0.0	
0.006666667	0.58666664	0.0	0.0	0.0	0.026666667	0.013333334	0.07666667	0.0	0.053333335	0.0	0.20666666	0.0	0.0	0.03	0.0	0.0	
0.006666667	0.57	0.0	0.0	0.0	0.026666667	0.013333334	0.07666667	0.0	0.07	0.0	0.21333334	0.0	0.0	0.023333333	0.0	0.0	
0.013333334	0.5466667	0.0	0.0	0.0	0.02	0.013333334	0.07333333	0.0	0.096666664	0.0	0.21	0.0	0.0	0.026666667	0.0	0.0	
0.016666668	0.53333336	0.0	0.0	0.0	0.03	0.013333334	0.07333333	0.0	0.11333334	0.0	0.19666667	0.0	0.0	0.023333333	0.0	0.0	
0.016666668	0.53	0.0	0.0	0.0	0.033333335	0.013333334	0.07333333	0.0	0.12	0.0	0.19666667	0.0	0.0	0.016666668	0.0	0.0	
0.023333333	0.52666664	0.0	0.0	0.0	0.036666665	0.013333334	0.06333333	0.0	0.12666667	0.0	0.19333333	0.0	0.0	0.016666668	0.0	0.0	
0.03	0.5233333	0.0	0.0	0.0	0.043333333	0.013333334	0.05666667	0.0	0.14333333	0.0	0.17666666	0.0	0.0	0.013333334	0.0	0.0	
0.036666665	0.51666665	0.0	0.0	0.0	0.046666667	0.013333334	0.05666667	0.0	0.13666667	0.0	0.18333334	0.0	0.0	0.01	0.0	0.0	
0.036666665	0.50666666	0.0	0.0	0.0	0.06	0.013333334	0.053333335	0.0	0.13	0.0	0.19	0.0	0.0	0.01	0.0	0.0	
0.04	0.50333333	0.0	0.0	0.0	0.06666667	0.013333334	0.046666667	0.0	0.11	0.0	0.21	0.0	0.0	0.01	0.0	0.0	
0.046666667	0.49333334	0.0	0.0	0.0	0.07666667	0.013333334	0.043333333	0.0	0.10666667	0.0	0.21	0.0	0.0	0.01	0.0	0.0	
0.046666667	0.47666666	0.0	0.0	0.0	0.11	0.013333334	0.043333333	0.0	0.11	0.0	0.18666667	0.0	0.0	0.013333334	0.0	0.0	
0.05666667	0.45666668	0.0	0.0	0.0	0.11	0.013333334	0.04	0.0	0.12	0.0	0.18333334	0.0	0.0	0.02	0.0	0.0	
0.053333335	0.43666667	0.0	0.0	0.0	0.13	0.013333334	0.036666665	0.0	0.14	0.0	0.17333333	0.0	0.0	0.016666668	0.0	0.0	
0.05666667	0.42333335	0.0	0.0	0.0	0.14666666	0.013333334	0.036666665	0.0	0.14666666	0.0	0.16	0.0	0.0	0.016666668	0.0	0.0	
0.05666667	0.38333333	0.0	0.0	0.0	0.13666667	0.013333334	0.033333335	0.0	0.18	0.0	0.18	0.0	0.0	0.016666668	0.0	0.0	
0.053333335	0.36	0.0	0.0	0.0	0.13333334	0.013333334	0.033333335	0.0	0.19	0.0	0.19333333	0.0	0.0	0.023333333	0.0	0.0	
0.046666667	0.34	0.0	0.0	0.0	0.12666667	0.013333334	0.033333335	0.0	0.20333333	0.0	0.21333334	0.0	0.0	0.023333333	0.0	0.0	
0.043333333	0.32	0.0	0.0	0.0	0.13	0.016666668	0.033333335	0.0	0.21	0.0	0.22333333	0.0	0.0	0.023333333	0.0	0.0	
0.05666667	0.3	0.0	0.0	0.0	0.096666664	0.026666667	0.033333335	0.0	0.21	0.0	0.24666667	0.0	0.0	0.03	0.0	0.0	
0.06	0.28333333	0.0	0.0	0.0	0.07	0.036666665	0.033333335	0.0	0.22333333	0.0	0.26	0.0	0.0	0.033333335	0.0	0.0	
0.06666667	0.26333332	0.0	0.0	0.0	0.05666667	0.05	0.033333335	0.0	0.20666666	0.0	0.28333333	0.0	0.0	0.04	0.0	0.0	
0.08	0.24666667	0.0	0.0	0.0	0.04	0.05666667	0.033333335	0.0	0.18666667	0.0	0.30666667	0.0	0.0	0.05	0.0	0.0	
0.07666667	0.24333334	0.0	0.0	0.0	0.036666665	0.06	0.03	0.0	0.17666666	0.0	0.33	0.0	0.0	0.046666667	0.0	0.0	
0.09	0.21333334	0.0	0.0	0.0	0.026666667	0.083333336	0.026666667	0.0	0.15666667	0.0	0.35666665	0.0	0.0	0.046666667	0.0	0.0	
0.11	0.21	0.0	0.0	0.0	0.026666667	0.093333334	0.023333333	0.0	0.13666667	0.0	0.35	0.0	0.0	0.05	0.0	0.0	
0.12666667	0.19333333	0.0	0.0	0.0	0.033333335	0.11	0.023333333	0.0	0.1	0.0	0.36666667	0.0	0.0	0.046666667	0.0	0.0	
0.15666667	0.16666667	0.0	0.0	0.0	0.023333333	0.13666667	0.023333333	0.0	0.08	0.0	0.37	0.0	0.0	0.043333333	0.0	0.0	
0.17	0.15666667	0.0	0.0	0.0	0.023333333	0.14666666	0.023333333	0.0	0.06333333	0.0	0.36666667	0.0	0.0	0.05	0.0	0.0	
0.18	0.15	0.0	0.0	0.0	0.03	0.15666667	0.023333333	0.0	0.06	0.0	0.35	0.0	0.0	0.05	0.0	0.0	
0.17	0.15333334	0.0	0.0	0.0	0.026666667	0.17333333	0.023333333	0.0	0.05666667	0.0	0.32666665	0.0	0.0	0.07	0.0	0.0	
0.16666667	0.15333334	0.0	0.0	0.0	0.036666665	0.18333334	0.023333333	0.0	0.046666667	0.0	0.31666666	0.0	0.0	0.07333333	0.0	0.0	
0.15666667	0.16666667	0.0	0.0	0.0	0.036666665	0.18333334	0.023333333	0.0	0.05	0.0	0.30666667	0.0	0.0	0.07666667	0.0	0.0	
0.15333334	0.16666667	0.0	0.0	0.0	0.026666667	0.19666667	0.023333333	0.0	0.06333333	0.0	0.29666665	0.0	0.0	0.07333333	0.0	0.0	
0.14666666	0.16666667	0.0	0.0	0.0	0.03	0.20333333	0.023333333	0.0	0.06333333	0.0	0.29333332	0.0	0.0	0.07333333	0.0	0.0	
